"","No.","일자","시","사용량..kWh.","최대수요..kW.","무효전력..kVarh....지상","무효전력..kVarh....진상","역률......지상","dayOfTheWeek","isHoliday","dateName","season"
"10166",10166,20161028,14,1089.72,1098.72,177.12,0,98.7,"금",1,NA,"fall"
"10167",10167,20161028,15,1055.52,1068.48,153.36,0,98.96,"금",1,NA,"fall"
"10168",10168,20161028,16,1085.4,1095.84,164.52,0,98.87,"금",1,NA,"fall"
"10169",10169,20161028,17,1075.68,1081.44,171.72,0,98.75,"금",1,NA,"fall"
"10170",10170,20161028,18,1114.56,1190.88,177.84,0,98.75,"금",1,NA,"fall"
"10171",10171,20161028,19,1124.64,1169.28,158.4,0,99.02,"금",1,NA,"fall"
"10172",10172,20161028,20,1053.72,1067.04,149.04,0,99.01,"금",1,NA,"fall"
"10173",10173,20161028,21,1172.88,1222.56,250.2,0,97.8,"금",1,NA,"fall"
"10174",10174,20161028,22,1013.4,1042.56,148.32,0,98.95,"금",1,NA,"fall"
"10175",10175,20161028,23,861.84,924.48,119.52,0,99.05,"금",1,NA,"fall"
"10176",10176,20161028,24,856.44,881.28,142.2,0,0,"금",1,NA,"fall"
"10177",10177,20161029,1,874.44,966.24,158.76,0,0,"토",1,NA,"fall"
"10178",10178,20161029,2,846.72,925.92,163.08,0,0,"토",1,NA,"fall"
"10179",10179,20161029,3,767.88,812.16,117.36,0,0,"토",1,NA,"fall"
"10180",10180,20161029,4,731.52,773.28,108,0,0,"토",1,NA,"fall"
"10181",10181,20161029,5,711.36,792,105.12,0,0,"토",1,NA,"fall"
"10182",10182,20161029,6,702.36,748.8,87.48,0,0,"토",1,NA,"fall"
"10183",10183,20161029,7,798.12,853.92,146.16,0,0,"토",1,NA,"fall"
"10184",10184,20161029,8,829.44,891.36,147.96,0,0,"토",1,NA,"fall"
"10185",10185,20161029,9,937.44,973.44,211.68,0,0,"토",1,NA,"fall"
"10186",10186,20161029,10,834.84,845.28,141.48,0,98.59,"토",1,NA,"fall"
"10187",10187,20161029,11,861.84,888.48,149.04,0,98.54,"토",1,NA,"fall"
"10188",10188,20161029,12,934.92,986.4,176.4,0,98.27,"토",1,NA,"fall"
"10189",10189,20161029,13,932.4,941.76,160.92,0,98.54,"토",1,NA,"fall"
"10190",10190,20161029,14,877.32,892.8,124.2,0,99.01,"토",1,NA,"fall"
"10191",10191,20161029,15,856.08,875.52,117.36,0,99.07,"토",1,NA,"fall"
"10192",10192,20161029,16,839.52,904.32,110.88,0,99.14,"토",1,NA,"fall"
"10193",10193,20161029,17,844.2,914.4,128.88,0,98.85,"토",1,NA,"fall"
"10194",10194,20161029,18,981,1006.56,203.4,0,97.92,"토",1,NA,"fall"
"10195",10195,20161029,19,972.72,1035.36,155.16,0,98.75,"토",1,NA,"fall"
"10196",10196,20161029,20,931.32,963.36,118.08,0,99.21,"토",1,NA,"fall"
"10197",10197,20161029,21,956.16,1020.96,138.6,0,98.97,"토",1,NA,"fall"
"10198",10198,20161029,22,900,948.96,110.16,0,99.26,"토",1,NA,"fall"
"10199",10199,20161029,23,941.4,1003.68,187.56,0,98.07,"토",1,NA,"fall"
"10200",10200,20161029,24,844.92,892.8,116.64,0,0,"토",1,NA,"fall"
"10201",10201,20161030,1,886.68,979.2,169.56,0,0,"일",1,NA,"fall"
"10202",10202,20161030,2,823.32,875.52,135.36,0,0,"일",1,NA,"fall"
"10203",10203,20161030,3,797.4,809.28,132.12,0,0,"일",1,NA,"fall"
"10204",10204,20161030,4,778.68,845.28,145.08,0,0,"일",1,NA,"fall"
"10205",10205,20161030,5,679.32,694.08,75.24,0,0,"일",1,NA,"fall"
"10206",10206,20161030,6,792,806.4,167.76,0,0,"일",1,NA,"fall"
"10207",10207,20161030,7,691.2,715.68,80.64,0,0,"일",1,NA,"fall"
"10208",10208,20161030,8,798.48,861.12,155.52,0,0,"일",1,NA,"fall"
"10209",10209,20161030,9,781.92,802.08,137.52,0,0,"일",1,NA,"fall"
"10210",10210,20161030,10,722.88,773.28,120.96,0,98.63,"일",1,NA,"fall"
"10211",10211,20161030,11,761.76,876.96,125.28,0,98.67,"일",1,NA,"fall"
"10212",10212,20161030,12,809.28,839.52,145.44,0,98.42,"일",1,NA,"fall"
"10213",10213,20161030,13,785.88,800.64,129.6,0,98.67,"일",1,NA,"fall"
"10214",10214,20161030,14,760.32,797.76,87.84,0,99.34,"일",1,NA,"fall"
"10215",10215,20161030,15,774,780.48,100.8,0,99.16,"일",1,NA,"fall"
"10216",10216,20161030,16,783.36,799.2,98.28,0,99.22,"일",1,NA,"fall"
"10217",10217,20161030,17,786.96,804.96,102.6,0,99.16,"일",1,NA,"fall"
"10218",10218,20161030,18,946.44,997.92,169.2,0,98.44,"일",1,NA,"fall"
"10219",10219,20161030,19,959.4,980.64,120.24,0,99.22,"일",1,NA,"fall"
"10220",10220,20161030,20,931.68,1036.8,106.56,0,99.35,"일",1,NA,"fall"
"10221",10221,20161030,21,999,1092.96,146.16,0,98.95,"일",1,NA,"fall"
"10222",10222,20161030,22,992.88,1077.12,147.24,0,98.92,"일",1,NA,"fall"
"10223",10223,20161030,23,945.72,1039.68,133.2,0,99.02,"일",1,NA,"fall"
"10224",10224,20161030,24,929.88,1028.16,150.48,0,0,"일",1,NA,"fall"
"10225",10225,20161031,1,924.84,999.36,170.28,0,0,"월",1,NA,"fall"
"10226",10226,20161031,2,855,888.48,138.24,0,0,"월",1,NA,"fall"
"10227",10227,20161031,3,838.8,879.84,154.8,0,0,"월",1,NA,"fall"
"10228",10228,20161031,4,737.28,766.08,96.48,0,0,"월",1,NA,"fall"
"10229",10229,20161031,5,703.8,724.32,85.68,0,0,"월",1,NA,"fall"
"10230",10230,20161031,6,746.28,777.6,97.92,0,0,"월",1,NA,"fall"
"10231",10231,20161031,7,923.4,946.08,189.36,0,0,"월",1,NA,"fall"
"10232",10232,20161031,8,909,976.32,137.52,0,0,"월",1,NA,"fall"
"10233",10233,20161031,9,1122.84,1225.44,224.28,0,0,"월",1,NA,"fall"
"10234",10234,20161031,10,1097.64,1147.68,194.4,0,98.47,"월",1,NA,"fall"
"10235",10235,20161031,11,1131.84,1149.12,173.16,0,98.85,"월",1,NA,"fall"
"10236",10236,20161031,12,1145.52,1176.48,151.56,0,99.14,"월",1,NA,"fall"
"10237",10237,20161031,13,1159.2,1177.92,174.6,0,98.88,"월",1,NA,"fall"
"10238",10238,20161031,14,1162.44,1277.28,181.8,0,98.8,"월",1,NA,"fall"
"10239",10239,20161031,15,1121.04,1235.52,168.48,0,98.89,"월",1,NA,"fall"
"10240",10240,20161031,16,1114.92,1146.24,140.04,0,99.22,"월",1,NA,"fall"
"10241",10241,20161031,17,1155.96,1199.52,168.48,0,98.95,"월",1,NA,"fall"
"10242",10242,20161031,18,1288.08,1444.32,227.16,0,98.48,"월",1,NA,"fall"
"10243",10243,20161031,19,1347.48,1399.68,250.2,0,98.32,"월",1,NA,"fall"
"10244",10244,20161031,20,1313.64,1340.64,208.8,0,98.76,"월",1,NA,"fall"
"10245",10245,20161031,21,1210.68,1231.2,137.88,0,99.36,"월",1,NA,"fall"
"10246",10246,20161031,22,1258.56,1307.52,214.2,0,98.58,"월",1,NA,"fall"
"10247",10247,20161031,23,1084.68,1136.16,179.28,0,98.66,"월",1,NA,"fall"
"10248",10248,20161031,24,1085.76,1097.28,222.12,0,0,"월",1,NA,"fall"
"10249",10249,20161101,1,1036.8,1056.96,217.44,0,0,"화",1,NA,"fall"
"10250",10250,20161101,2,997.56,1022.4,219.24,0,0,"화",1,NA,"fall"
"10251",10251,20161101,3,839.16,875.52,112.32,0,0,"화",1,NA,"fall"
"10252",10252,20161101,4,861.48,904.32,155.88,0,0,"화",1,NA,"fall"
"10253",10253,20161101,5,793.44,836.64,110.88,0,0,"화",1,NA,"fall"
"10254",10254,20161101,6,840.6,897.12,128.52,0,0,"화",1,NA,"fall"
"10255",10255,20161101,7,959.04,977.76,169.56,0,0,"화",1,NA,"fall"
"10256",10256,20161101,8,1087.2,1117.44,221.76,0,0,"화",1,NA,"fall"
"10257",10257,20161101,9,1237.68,1319.04,234.36,0,0,"화",1,NA,"fall"
"10258",10258,20161101,10,1430.64,1451.52,357.12,0,97.02,"화",1,NA,"fall"
"10259",10259,20161101,11,1448.28,1473.12,325.8,0,97.56,"화",1,NA,"fall"
"10260",10260,20161101,12,1339.2,1401.12,219.6,0,98.68,"화",1,NA,"fall"
"10261",10261,20161101,13,1238.04,1310.4,192.96,0,98.81,"화",1,NA,"fall"
"10262",10262,20161101,14,1252.44,1383.84,183.24,0,98.95,"화",1,NA,"fall"
"10263",10263,20161101,15,1239.48,1330.56,174.96,0,99.02,"화",1,NA,"fall"
"10264",10264,20161101,16,1247.04,1271.52,186.12,0,98.9,"화",1,NA,"fall"
"10265",10265,20161101,17,1223.64,1249.92,159.12,0,99.17,"화",1,NA,"fall"
"10266",10266,20161101,18,1251,1308.96,193.68,0,98.82,"화",1,NA,"fall"
"10267",10267,20161101,19,1271.88,1334.88,165.6,0,99.16,"화",1,NA,"fall"
"10268",10268,20161101,20,1307.52,1336.32,210.96,0,98.72,"화",1,NA,"fall"
"10269",10269,20161101,21,1237.68,1294.56,167.76,0,99.09,"화",1,NA,"fall"
"10270",10270,20161101,22,1277.64,1326.24,230.04,0,98.42,"화",1,NA,"fall"
"10271",10271,20161101,23,1088.64,1235.52,155.16,0,99,"화",1,NA,"fall"
"10272",10272,20161101,24,1142.64,1193.76,234.72,0,0,"화",1,NA,"fall"
"10273",10273,20161102,1,1056.96,1105.92,221.4,0,0,"수",1,NA,"fall"
"10274",10274,20161102,2,962.64,1025.28,179.28,0,0,"수",1,NA,"fall"
"10275",10275,20161102,3,909,930.24,157.68,0,0,"수",1,NA,"fall"
"10276",10276,20161102,4,884.88,990.72,162.72,0,0,"수",1,NA,"fall"
"10277",10277,20161102,5,879.12,973.44,172.08,0,0,"수",1,NA,"fall"
"10278",10278,20161102,6,838.08,902.88,112.68,0,0,"수",1,NA,"fall"
"10279",10279,20161102,7,941.76,1028.16,149.4,0,0,"수",1,NA,"fall"
"10280",10280,20161102,8,1080,1094.4,210.24,0,0,"수",1,NA,"fall"
"10281",10281,20161102,9,1246.68,1324.8,242.28,0,0,"수",1,NA,"fall"
"10282",10282,20161102,10,1279.44,1313.28,240.84,0,98.27,"수",1,NA,"fall"
"10283",10283,20161102,11,1355.04,1385.28,242.64,0,98.43,"수",1,NA,"fall"
"10284",10284,20161102,12,1322.28,1347.84,200.52,0,98.87,"수",1,NA,"fall"
"10285",10285,20161102,13,1245.24,1264.32,190.44,0,98.85,"수",1,NA,"fall"
"10286",10286,20161102,14,1270.44,1311.84,183.6,0,98.97,"수",1,NA,"fall"
"10287",10287,20161102,15,1207.44,1247.04,162.72,0,99.1,"수",1,NA,"fall"
"10288",10288,20161102,16,1235.88,1297.44,173.16,0,99.03,"수",1,NA,"fall"
"10289",10289,20161102,17,1242,1280.16,168.12,0,99.1,"수",1,NA,"fall"
"10290",10290,20161102,18,1255.32,1342.08,176.04,0,99.03,"수",1,NA,"fall"
"10291",10291,20161102,19,1206.72,1241.28,142.56,0,99.31,"수",1,NA,"fall"
"10292",10292,20161102,20,1249.92,1392.48,201.6,0,98.72,"수",1,NA,"fall"
"10293",10293,20161102,21,1238.04,1350.72,174.96,0,99.02,"수",1,NA,"fall"
"10294",10294,20161102,22,1217.52,1265.76,176.4,0,98.97,"수",1,NA,"fall"
"10295",10295,20161102,23,1103.76,1274.4,176.4,0,98.75,"수",1,NA,"fall"
"10296",10296,20161102,24,1029.24,1077.12,159.48,0,0,"수",1,NA,"fall"
"10297",10297,20161103,1,1029.24,1150.56,192.96,0,0,"목",1,NA,"fall"
"10298",10298,20161103,2,973.44,992.16,175.32,0,0,"목",1,NA,"fall"
"10299",10299,20161103,3,827.28,865.44,99.72,0,0,"목",1,NA,"fall"
"10300",10300,20161103,4,806.76,900,119.16,0,0,"목",1,NA,"fall"
"10301",10301,20161103,5,766.08,799.2,89.28,0,0,"목",1,NA,"fall"
"10302",10302,20161103,6,877.68,959.04,155.52,0,0,"목",1,NA,"fall"
"10303",10303,20161103,7,874.08,902.88,114.12,0,0,"목",1,NA,"fall"
"10304",10304,20161103,8,986.4,1054.08,141.48,0,0,"목",1,NA,"fall"
"10305",10305,20161103,9,1210.32,1222.56,238.32,0,0,"목",1,NA,"fall"
"10306",10306,20161103,10,1245.24,1350.72,232.56,0,98.3,"목",1,NA,"fall"
"10307",10307,20161103,11,1267.2,1308.96,193.32,0,98.86,"목",1,NA,"fall"
"10308",10308,20161103,12,1263.24,1278.72,185.76,0,98.94,"목",1,NA,"fall"
"10309",10309,20161103,13,1240.92,1252.8,219.24,0,98.47,"목",1,NA,"fall"
"10310",10310,20161103,14,1209.96,1228.32,173.52,0,98.99,"목",1,NA,"fall"
"10311",10311,20161103,15,1207.8,1228.32,176.4,0,98.95,"목",1,NA,"fall"
"10312",10312,20161103,16,1180.44,1192.32,161.64,0,99.08,"목",1,NA,"fall"
"10313",10313,20161103,17,1225.44,1278.72,185.76,0,98.87,"목",1,NA,"fall"
"10314",10314,20161103,18,1239.84,1271.52,172.8,0,99.04,"목",1,NA,"fall"
"10315",10315,20161103,19,1231.92,1287.36,169.56,0,99.07,"목",1,NA,"fall"
"10316",10316,20161103,20,1225.08,1247.04,162,0,99.14,"목",1,NA,"fall"
"10317",10317,20161103,21,1221.48,1343.52,167.76,0,99.07,"목",1,NA,"fall"
"10318",10318,20161103,22,1172.52,1196.64,149.04,0,99.2,"목",1,NA,"fall"
"10319",10319,20161103,23,1103.4,1126.08,170.28,0,98.83,"목",1,NA,"fall"
"10320",10320,20161103,24,1024.92,1071.36,161.64,0,0,"목",1,NA,"fall"
"10321",10321,20161104,1,961.92,973.44,153,0,0,"금",1,NA,"fall"
"10322",10322,20161104,2,901.44,937.44,123.84,0,0,"금",1,NA,"fall"
"10323",10323,20161104,3,860.4,905.76,125.64,0,0,"금",1,NA,"fall"
"10324",10324,20161104,4,810.72,819.36,107.64,0,0,"금",1,NA,"fall"
"10325",10325,20161104,5,790.56,832.32,99,0,0,"금",1,NA,"fall"
"10326",10326,20161104,6,781.2,802.08,80.64,0,0,"금",1,NA,"fall"
"10327",10327,20161104,7,915.48,993.6,143.64,0,0,"금",1,NA,"fall"
"10328",10328,20161104,8,988.92,1035.36,146.52,0,0,"금",1,NA,"fall"
"10329",10329,20161104,9,1212.84,1308.96,247.32,0,0,"금",1,NA,"fall"
"10330",10330,20161104,10,1139.4,1163.52,199.44,0,98.5,"금",1,NA,"fall"
"10331",10331,20161104,11,1232.28,1242.72,213.84,0,98.53,"금",1,NA,"fall"
"10332",10332,20161104,12,1249.56,1304.64,199.44,0,98.75,"금",1,NA,"fall"
"10333",10333,20161104,13,1168.92,1189.44,160.56,0,99.07,"금",1,NA,"fall"
